Cell	I-0.53	I-0.87	I-1.57	I-3.37	I-4.34	I-4.47	I-4.79	I-5.38	I-5.58	I-7.00	I-7.05	I-7.96	I-8.22	I-9.05	I-9.80	I-10.71	I-11.26	I-11.46	I-12.69	I-13.35	I-13.65	I-13.94	I-14.38	I-14.39	I-14.65	II-0.05	II-0.14	II-1.64	II-2.77	II-5.01	II-5.15	II-6.04	II-6.82	II-7.17	II-7.77	II-8.68	II-8.72	II-10.55	II-11.03	II-11.06	II-11.47	II-12.46	II-12.71	II-13.82	II-14.29	III-2.08	III-2.37	III-4.06	III-4.10	III-4.45	III-6.85	III-8.00	III-8.21	III-8.26	III-8.92	III-12.86	IV-0.56	IV-1.69	IV-3.21	IV-5.88	IV-5.96	IV-6.40	IV-6.67	IV-6.79	IV-8.39	IV-9.06	IV-9.11	IV-10.51	IV-11.19	IV-13.02	IV-13.38	IV-14.28	IV-15.59	IV-16.64	V-0.38	V-0.88	V-1.25	V-1.61	V-5.09	V-5.10	V-9.65	V-11.81	V-13.14	V-13.62	V-13.72	V-14.31	V-14.72	V-14.78	V-15.66	V-17.01	V-17.03	V-17.30	V-17.43	V-17.71	V-18.86	V-19.09	V-19.13	X-0.17	X-2.70	X-3.80	X-4.52	X-4.63	X-6.01	X-6.76	X-8.16	X-9.03	X-13.48	X-17.15	X-17.23	X-17.29	X-17.60	X-17.69	X-17.72
ABpraapaap	0	3.218765236	0	0	0	2.987994336	4.216998447	4.186753506	4.850205453	3.782624921	3.217069164	4.932670496	3.080359346	3.10960299	3.940284812	4.290413466	0	0	0	2.150031834	3.163018161	3.112087822	0	0	4.036411109	0	3.526433886	0	2.535030895	4.272635607	3.541816358	3.315580775	2.989433581	3.040907096	3.470615671	4.403841207	4.697335332	3.963023686	3.950788523	3.078028311	4.398748945	2.665144737	3.381818291	0	0	0	0	4.519423375	3.717164076	5.542579969	3.124155014	4.577126118	3.482184149	4.130122166	4.720166251	2.67196435	0	0	0	2.295266553	3.762810471	4.401246452	2.940672472	4.604843531	3.659628129	3.584052184	4.062959465	4.820947556	0	3.242701995	4.264789538	0	0	0	0	0	3.37007365	0	4.733397888	0	4.373999618	4.205204652	4.049696001	3.421726719	1.925003427	0	4.013399606	0	3.539535823	0	0	0	0	0	3.914893368	0	0	0	0	0	3.724065731	2.460675415	3.013032491	0	2.597256943	0	0	0	1.9914478	0	0	0	0
ABpraapapa	0	3.554257162	0	0	0	0	4.214783273	3.800471176	4.585936044	3.482609409	3.607154832	4.827644382	3.463257079	2.987757029	3.955063172	4.380233232	0	0	0	0	0.546533367	3.00787217	0	0	3.905803831	0	3.522501976	0	0.605882335	4.390005344	3.433265172	3.232446284	3.315843102	2.583329143	3.327265074	4.459867771	4.169034198	3.270653791	4.149907482	3.244316988	4.256734139	0	3.522690348	0	0	0	0	4.179429881	3.415562251	5.25754194	2.955046909	4.446221404	3.375760481	4.011599445	4.217246564	0	0	0	0	1.015100837	3.744767963	4.504438041	3.121450031	4.060493453	3.871001873	3.734417053	4.02750381	4.844711273	0	2.887824886	4.299426907	0	0	0	0	0	2.562645541	0	4.869007387	0	4.003890429	4.278797272	3.260647695	3.447365176	0	0	3.604236959	0	2.675764403	0	0	0	0	0	4.213292588	0	0	0	0	0	0	2.003351194	2.615526198	0	0	0	0	1.665328026	0	3.044668616	0	0	0
ABpraapapp	0	3.715761776	0	0	0	0	3.909978548	4.193406547	4.451508075	3.657738036	3.484816946	4.895746827	3.619277185	3.338524008	3.884615223	4.366355185	0	0	0	2.164295222	3.101427287	3.483179707	0	0	3.894708279	2.366233135	3.823565197	0	3.287121223	4.448662802	3.927306117	3.482777921	3.489783913	3.193927586	3.601085674	4.630692608	4.502330932	3.381693282	4.103257022	3.203649263	4.204745749	2.767012193	3.819383632	0	0	0	0	4.340980598	3.642753172	4.991075983	3.613416041	4.539304624	3.541887774	4.242278646	4.454108491	0	2.492129774	0	0	2.258610047	3.868936101	4.514671388	3.413606738	4.263697769	3.804540752	3.150476455	4.150072198	4.660688685	0	3.104098961	4.365308248	3.415654208	0	0	0	0	2.875066259	0	4.997563537	0	4.069067278	4.380904583	3.147668766	3.824290997	2.907546747	3.303132549	3.762830939	0	2.728628027	0	0	0	0	0	4.314378699	0	0	0	0	0	3.179335261	2.233306693	2.833146808	0	0	0	0	1.970368204	0	2.960047641	0	0	0
ABpraappaa	3.767027121	3.955409364	2.18970428	0	0	3.80938182	4.984806463	4.941101096	5.131589701	4.469166817	4.440039958	5.75792028	4.728629104	3.929704131	4.183195296	5.420800989	0	0	0	2.941733375	3.920849804	4.687546939	0	0	4.00890323	4.150053605	4.062856393	0	0	5.000414082	4.593294048	4.42961253	4.357038906	4.086477161	4.475842121	5.512181283	5.512422727	3.975008546	4.771765974	3.697200022	4.516608707	3.275945947	5.432978087	0	4.371240984	0	0	5.744689777	4.574866642	5.395621727	3.489465575	5.303768363	4.635993516	4.772473631	5.449520823	4.499945304	0	3.781496526	2.254557973	3.939395292	3.703509866	5.445535268	4.236290462	5.239645396	4.886894843	4.218199737	5.126654478	5.254072901	4.481509058	4.634336894	5.223095515	0	2.563305995	0	0	0	4.12344008	0	4.702894993	0	4.761923732	4.5449216	5.282087789	4.434142953	4.842283605	4.309717664	4.41872144	0	0	0	0	0	0	0	5.023726165	0	0	0	0	1.112378956	5.028606752	3.856028269	3.200502579	0	0	0	2.310186999	2.753098533	3.509465939	3.261543467	1.943407181	0	0
ABpraappap	4.132672339	4.059019534	2.154325072	0	0	3.443003567	5.096968259	5.293255556	5.459643565	4.725441526	4.797115131	5.706374728	4.698602027	4.192674206	4.371567098	5.271184017	0	0	0	3.330897613	3.982670385	4.926582532	0	0	4.110733857	4.034337598	4.141922106	0	2.366178627	5.080086749	4.487196488	4.515795125	4.424134835	4.165969633	4.736018704	5.466801163	5.681871949	3.88808357	4.831517654	4.11021291	4.562866865	3.272214877	5.554135918	3.338824457	4.126540368	0	0	5.798360802	4.772243942	5.46169546	4.089224845	5.457952521	4.548766058	4.852385435	5.380142292	4.897146388	0	3.859844963	2.119984529	4.09322042	4.032636394	5.446325774	4.518638027	5.715807024	4.751111658	4.410765014	5.155754056	5.482647969	4.088865305	4.765687336	5.56645419	0	3.365674964	2.453424411	0	1.796617303	4.413347719	0	4.883310289	0	4.923297479	4.884800723	5.172857269	4.634328573	4.740994598	4.646358135	4.595602563	0	0	0	0	0	0	0	5.246843809	0	0	0	0	2.468372634	5.120151591	4.13258202	3.452945518	0	3.818639807	3.233479217	2.536127066	3.235048034	3.61391824	3.704784031	2.211209865	0	0
ABpraapppa	3.149645125	4.077732982	0	3.992784633	0	3.036316489	4.881701894	5.169449883	5.220717631	4.378191698	4.709738887	5.655785806	4.264389632	3.952966107	4.611851118	5.239501416	0	0	0	4.058941686	4.002072691	4.543885042	0	0	3.998149358	4.055662161	3.567783764	0	3.124391848	5.113956834	4.921466337	4.298533328	4.238759756	3.971269038	4.628483591	5.34617534	5.310784427	3.694291833	5.074759697	4.16681883	4.81959746	2.926312121	5.409477068	3.318623582	3.194903402	0	0	5.532456283	4.447755156	5.176542721	3.550947431	5.643979049	3.985354307	4.968246732	5.187140777	4.04267487	0	3.002927323	2.819686243	4.052099945	3.551995473	5.058381126	3.546207653	5.252079248	4.943932365	4.181103681	4.889549833	5.441124813	4.066402879	3.774244669	5.051591031	0	0	3.240194195	0	2.679049868	4.78697597	0	4.92614361	0	4.779817837	4.856902407	4.566504675	4.791299894	4.524764937	4.242394571	4.450399305	0	3.053802539	0	0	0	0	0	5.014288911	0	0	0	0	2.502716686	4.815036115	4.067298675	0	0	3.957517603	0	3.262707263	3.182100267	3.592821328	4.135301166	1.960968971	1.755519323	0
ABpraapppp	3.598270876	4.413152928	0	4.017846857	0	3.002041579	4.881252083	5.185828986	5.411433058	4.485078248	4.637212031	5.4930982	4.513033151	3.707370582	4.702694992	5.269212138	0	0	0	3.941681718	4.266309054	4.704488761	0	0	3.885041474	4.103892237	3.733213833	0	3.102702133	4.891212342	4.959950461	4.456072727	4.374978268	4.021827356	4.604110978	5.268868532	5.28076348	3.683958364	5.186046384	3.97557272	4.786824869	3.224611833	5.556454878	3.379817517	3.139015879	0	0	5.603067085	4.328199541	5.212539442	3.434394874	5.625194906	4.140703892	4.924164098	5.168208153	4.186752292	0	3.233209552	2.75515552	4.00160771	3.742153457	5.301676738	3.60187337	5.089440769	5.078522242	4.185931864	4.947175507	5.60054009	4.322810252	4.742978035	5.065418031	0	0	3.540571428	0	2.841486145	4.71687671	0	5.00152938	3.728346417	4.691492227	5.079038464	4.390357056	4.79763303	4.434488604	3.887834868	4.294869679	0	3.061341008	0	0	0	0	0	4.752439612	0	0	0	0	2.723697569	4.72368652	3.959827005	0	0	4.029349911	0	3.10531121	3.095465024	3.551696699	4.00623176	1.799950974	1.811457938	0
ABprapaaaa	0	2.566023118	0	0	0	0	3.549102102	3.586703233	3.866429388	2.737771089	3.271274152	3.643282878	3.180705401	2.473852195	3.29571974	3.691105499	0	0	0	0	0	2.560690013	0	0	2.767099816	2.334201697	2.459470475	0	0	3.57029977	2.866357987	2.778141219	2.330918094	2.958682554	3.522734271	3.970039103	4.089631088	2.198593222	2.867760518	2.81391346	3.597367431	0	3.552726063	0	0	0	0	3.704501103	3.550514356	3.819869656	2.802845222	4.01751731	2.890764967	3.372154489	3.592887111	0	0	0	0	1.832480799	2.553154312	3.819211949	0	3.793999204	3.510567601	2.627719265	3.631681075	4.351645137	0	3.081298135	3.611661828	0	0	0	0	0	2.543779775	0	3.727990794	0	2.843478474	3.338211364	2.705410967	3.175337273	2.276742546	3.154870327	2.769940544	0	2.580074545	0	0	0	0	0	2.779972982	0	0	0	0	0	2.708089056	1.14259525	0	0	2.006220801	0	0	0	0	0	0	0	0
ABprapaaap	0	2.449021597	0	0	0	0	3.531292138	3.285918887	3.963178823	2.416395556	3.255470485	3.623352495	2.981971182	2.266917268	2.777670581	3.572179951	0	0	0	0	0	2.255802729	0	0	2.572288244	0	2.522331908	0	0	3.595040962	2.471837209	2.762253748	0	2.973980298	3.469356369	3.354502308	3.939589148	0	2.679645612	2.354895522	3.210955182	0	3.227536866	0	0	0	0	3.435672864	3.494089236	3.912231209	2.446307321	4.062588225	2.685434004	2.956187085	3.45605413	0	0	0	0	1.697418508	2.517451659	3.349581424	0	3.570746376	3.127503602	2.804160532	3.167260394	4.275875316	0	2.824419516	3.384885962	0	0	0	0	0	1.73179895	0	3.641672136	0	2.669771818	2.996305254	0	3.047380731	1.842841787	2.639976224	2.241436809	0	2.412026537	0	0	0	0	0	2.155645865	0	0	0	0	0	2.106623164	0	0	0	0	0	0	0	0	0	0	0	0
ABprapaapa	0	2.628770037	0	0	0	0.410827817	3.727615048	3.389637931	3.615672366	3.549930688	3.025216696	3.76223192	2.778602912	0	3.110166878	3.345258488	0	0	0	1.854660252	0	0	0	0	2.777621056	2.234175621	2.14943743	0	0	3.263451969	3.275536943	3.146132798	3.397700009	2.914603063	3.402188197	3.045608035	3.956929277	2.728750423	3.155206861	1.965936087	3.58465029	2.388561681	2.834538452	0	1.65986031	0	0	3.71179355	3.660916283	3.700935783	2.206105603	4.472361403	3.070527599	2.818317609	3.628880195	2.124031644	0	0	0	1.956002332	1.516957107	3.755968388	2.375987507	3.716886748	3.16986803	2.035279669	3.549121522	4.074577968	0	2.171200808	4.141650973	0	0	0	0	0	2.267363714	0	3.795574686	2.521218269	3.15651541	2.9739481	2.646963396	3.454438529	2.969805309	3.202741935	3.090465295	0	2.915121006	0	0	0	0	0	3.173971282	0	0	0	0	0	3.427229819	2.442693674	0	0	0	0	0	0	0	0	0	0	0
ABprapaapp	0	2.570405376	0	0	0	2.108588177	4.025904275	3.335454499	3.727611168	3.927024469	2.988343932	4.056214549	3.760610687	2.049958372	2.831433387	3.643610731	0	0	0	2.015322669	0	0	0	0	2.941335369	0	1.591450002	0	0	3.618777396	3.338871176	2.951050717	3.414297832	2.963301224	3.613361528	3.570467287	4.130023955	2.862252469	3.205406147	2.18568082	3.799904726	2.561192041	2.919812641	0	0	0	0	3.620864648	3.792571138	4.007225232	2.504445915	4.450211128	3.500014395	3.166729347	3.70903712	0	0	0	0	2.871847615	2.827110817	3.994971584	2.587066703	3.678027454	3.739372248	2.252558613	3.76226144	3.954868901	0	2.66240149	4.210269503	0	0	0	0	0	1.954485246	0	4.006052927	2.222383605	3.159598929	3.52166459	3.020568092	3.544434351	2.878424285	3.425343338	3.161992601	0	3.28842116	0	0	0	0	0	3.232295164	0	0	0	0	0	4.832440081	2.874758198	0	0	1.828338591	0	0	0	0	0	0	0	0
ABprapapaa	4.237755934	3.667274077	3.518355147	0	0	4.219119596	4.137909891	4.350981804	5.006335394	4.063771708	4.511206902	4.956811684	4.10261583	3.93641169	4.289869437	4.852016549	0	0	0	3.638916571	4.035087776	4.173196054	1.696616448	3.729727589	4.383659029	3.098921705	4.426691201	0	2.544435952	4.042986577	3.839128525	3.702368618	2.73884758	4.016305319	4.576294982	4.470973897	5.396259359	2.138521505	4.619284678	3.648672362	4.366685447	3.88837281	4.44898946	0	3.057406753	0	3.194597257	4.670133347	4.846000706	4.174998319	3.553365345	5.449471883	4.042720046	4.569163248	4.8595614	0	0	3.792190761	0	3.546748476	3.879209009	4.908165703	3.70006717	4.999626203	4.784614822	3.727100933	4.439792767	5.063460589	3.438557643	4.40817623	4.58393021	3.753387229	0	2.814972273	0	4.023251553	3.782253657	0	5.312745344	3.609334819	4.724523515	4.42321942	3.947444845	4.816222543	4.421026054	4.74112047	3.962427607	0	3.642612968	0	0	0	0	0	4.242175113	0	0	0	0	2.307334545	4.888953294	3.244906103	0	0	2.744618184	0	0.506988259	3.000012975	3.059649964	3.565624114	2.794852051	0	0
ABprapapap	4.422911003	3.708382828	3.894903033	0	0	4.421869112	4.106115477	4.50278951	5.297049283	4.368020983	4.705197924	5.466514387	4.30427267	4.125740767	4.425846416	5.058220653	0	0	0	3.873422287	4.358693936	4.138577695	1.634024252	3.6704969	4.335639987	3.305420215	4.405532638	0	2.598793535	4.543511339	4.025090169	3.935539071	2.907846597	4.262934777	4.942529224	4.780971915	5.359890879	2.386704663	4.606050595	3.843515906	4.811429396	4.328380422	4.541352846	1.535620504	3.122657054	0	3.321990565	4.645367754	5.03293774	4.328778822	3.697784753	5.587580244	4.24012342	4.650603363	5.124643964	0	0	3.927946665	0	3.944121214	4.255197432	4.781507143	4.002734216	5.185393453	4.965829789	3.833241371	4.672405103	4.988812055	3.585785199	4.685934996	4.848221728	0	0	2.616585361	0	4.126283052	3.823374989	0	5.368045145	3.481197291	4.820784688	4.722282699	4.314681887	5.180422378	4.535976093	4.872677706	3.420835052	0	3.630174458	0	0	0	0	0	4.404320253	0	0	0	0	2.797781608	4.956149775	3.359675869	0	0	2.503460434	0	2.23466835	3.310484747	3.022091453	3.735489826	2.599311139	0	0
ABprapappa	3.548756506	3.753670784	3.689572013	0	1.560409979	4.474670054	4.404900752	4.539792265	5.130833274	4.195045439	4.665826008	4.983044862	4.160860623	3.717125618	4.249727978	4.619183815	0	0	0	2.914066951	4.146738181	4.038286132	0	4.127338386	3.913928897	3.507685371	4.149576783	0	3.293488192	4.401392006	3.813856859	4.217050331	2.771469372	4.173403597	4.943653711	4.97451662	5.093488627	3.411637207	4.602149197	3.873925177	4.680560639	4.368454325	4.759556596	0	2.523513931	0	0	4.433484043	4.854456789	4.776592485	3.477978356	5.282312428	4.24043461	4.796758762	5.077534127	0	0	2.797060606	0	3.612323166	3.909782797	4.706710846	0	5.157390915	4.839098397	3.764980472	4.666601834	5.230596229	2.982633843	4.31562205	4.706831203	0	0	2.991021989	0	3.074338113	3.239250359	0	5.183090565	3.466012885	4.659274904	4.84744607	4.462793533	4.925328549	3.815209213	5.265670357	3.905274571	0	3.464297304	0	0	0	0	0	4.586542311	0	0	0	0	2.846703071	4.424096075	3.472171166	2.668294511	0	3.053911734	0	0.480158585	3.174649708	2.843694091	2.893661998	2.093192679	0	0
ABprapappp	2.445665457	3.494828334	3.303004242	0	0	4.086674229	3.929712383	3.996779606	4.496175605	3.583555762	4.156417348	4.590631039	3.732511425	2.797986814	3.554639318	4.167981295	0	0	0	2.24578114	3.798609299	3.631089541	0	3.543032483	3.802806869	2.869212923	3.81887659	0	2.660019278	4.190775842	3.49004965	3.772329553	2.430056335	3.683388128	4.352426807	4.589070597	4.550480888	2.055090415	4.068605664	3.081905736	4.086301922	3.904681994	4.144120895	0	0	0	0	3.840100025	4.341439357	4.217005987	2.692041599	4.830406814	3.687264365	4.190213683	4.653181139	0	0	0	0	2.942483247	3.286349843	4.41547327	0	4.710800285	4.415267058	3.553572579	4.232961262	4.901783749	0	3.912271109	4.303791281	0	0	2.292573683	0	0	2.563615523	0	4.587653476	2.585336347	4.379691628	4.492019456	3.752078923	4.495530529	3.591777317	4.81007426	3.533681083	0	2.887207571	0	0	0	0	0	4.058596569	0	0	0	0	2.086437567	4.217153806	2.769936891	0	0	2.494999324	0	0	2.531976662	2.215728986	0	1.669084811	0	0
ABprappaaa	4.487636275	4.50019279	3.812341755	0	0	3.905762479	5.225832321	4.929287643	5.322722644	4.88149578	4.880463157	5.343347197	4.593534566	4.529643518	4.347045506	5.231194561	0	0	1.955197469	4.105685147	3.670533544	5.047905133	0	3.595211284	4.512028955	3.5416555	3.722450641	0	3.334886837	5.022502247	4.796777382	4.838030118	4.197037679	4.105521571	4.609114257	5.482883844	5.922629839	3.85208262	5.020674322	4.031121964	4.947233321	3.91995002	5.261746939	3.450552857	1.683915255	0	0	5.320558334	5.095226325	4.845603856	3.110012263	5.127837508	4.523824627	4.757556079	5.158354413	4.212287494	3.204238385	3.62894909	2.731454411	4.217016859	4.977749203	5.287619963	3.016044486	5.086741194	5.429505654	4.296538876	4.971817131	5.253137574	3.235222543	4.759022995	5.485817345	4.07593883	0	4.904194577	0	4.657119765	3.956262064	0	5.53986222	4.043998834	5.165552483	4.558936333	4.961540507	5.031459407	4.453187536	4.928867694	4.673085492	0	4.798226219	0	0	0	0	0	4.926488798	0	0	0	0	3.337092069	4.820030916	4.070041416	3.433105197	3.254052373	4.163109306	0	2.885139694	1.693836951	1.36883945	3.839873018	0	3.091052165	0
ABprappaap	4.42851781	4.262004974	4.01185885	0	0	4.157821163	5.088930464	5.083637513	5.287195729	5.090519622	4.922495411	5.558081251	4.709681019	4.897801471	4.381827497	5.258666208	0	0	0	4.060003523	3.755812123	4.946283903	0	3.74318003	4.416480074	3.654780917	3.958900004	0	3.797702696	5.143605819	4.891160984	5.02486542	4.293593593	4.10473568	4.802596287	5.537320943	6.171033758	4.003354362	4.995807156	4.179573434	4.99130579	4.211060869	5.359305399	3.283591496	1.378893202	0	2.573962277	5.313394927	5.188719834	4.914008959	3.45789767	5.330203165	4.662990669	4.75305591	5.276771177	4.276352404	3.202649117	3.601285043	2.806863546	4.063382612	5.111082405	5.543382877	3.22739769	5.099428891	5.593854896	4.239122643	5.052569192	5.20104491	3.606254049	4.923530496	5.603212509	4.459185878	0	5.073667075	0	4.812644504	4.069155525	0	5.721020875	4.160768127	5.2697405	4.723734291	4.900683043	5.091714982	4.550811388	4.986073348	4.644136206	0	4.772528543	0	0	0	0	0	4.817797761	0	0	0	0	3.498872111	5.590183166	4.197608871	3.431809442	3.316820303	4.043592529	2.263684823	2.60497558	1.892219176	1.768316721	4.05661499	0	3.201660412	0
ABprappapa	4.241535643	3.064028371	3.533244008	0	0	3.678407972	5.15402886	4.396774807	4.931493799	5.027308881	4.387086135	4.748538659	4.704741504	4.697319978	4.607053173	4.387204599	0	0	2.145495847	3.938056123	2.750743399	4.423633185	0	3.700428623	3.841719044	3.270628022	3.765478564	0	3.535461393	4.135366859	4.011156364	4.640972943	4.115517598	4.335534621	4.266844684	5.118228703	5.645820826	3.591700065	4.690170559	3.994373958	4.663668495	3.508204434	4.872332806	4.166394583	2.888145619	0	2.498038155	5.154330346	5.067165834	4.151971225	2.572103134	4.944291977	4.362786982	4.468530403	5.174299962	4.081219595	2.873633525	3.544640422	0	3.219831982	4.463491362	5.01688792	0	5.087494887	4.988686173	3.613794416	4.426603489	4.808111527	0	4.715685752	4.89657415	0	0	3.717130714	0	4.228175303	3.21976776	0	5.311755967	4.036169378	4.468000684	3.998840619	4.052844791	4.838979802	4.104690523	4.793761553	4.367093747	0	4.336975229	0	0	0	0	0	3.902216599	0	0	0	0	2.906120389	5.132629925	3.838698561	3.178663937	0	3.209792095	0	0	1.724223907	3.536091564	3.986220425	2.22724026	2.395994036	0
ABprappapp	3.953602481	3.665731645	3.630650101	0	0	3.871575158	4.728929546	4.657704993	5.163206633	5.086591621	4.68978464	4.931171272	4.717604095	4.523231843	4.410897116	4.536940293	0	0	2.030000314	3.816899143	2.946405826	4.809439143	0	3.693607995	3.82907053	3.439117513	3.427014512	0	3.435111922	4.159823618	4.423899745	4.378454626	4.184776676	4.253274354	4.484463458	5.124343113	5.906708398	3.219280361	4.581169307	3.989072523	4.70331684	3.533680428	5.007919827	3.707394521	3.010157639	0	2.993863862	5.181436353	5.027503601	4.307508304	3.099572215	4.994747381	4.617260892	4.696860665	5.225097374	3.949059013	2.603225769	3.465513304	0	3.171687914	4.666418283	5.054345564	0	5.05530584	4.996918364	3.741389575	4.644107929	4.84559455	0	4.943547804	5.143765738	0	0	3.63743685	0	4.282148846	2.980411793	0	5.29422436	3.829236647	5.008217297	4.273583158	4.114950382	4.923867955	4.366915653	4.683169108	4.360602786	0	4.452285463	0	0	0	0	0	4.416627013	0	0	0	0	2.634871487	5.476538767	3.856316497	3.632617865	0	3.099186158	0	2.311704475	2.256903772	3.426876191	3.531489098	2.311835063	2.700726795	0
ABprapppaa	0	2.268603198	0	0	0	0	3.034418552	3.425120234	3.570981196	3.574836648	2.610200347	4.049225215	2.527199998	2.062001109	2.096754191	2.595941391	0	0	0	0	3.332687249	2.631700169	0	1.723214744	0	0	0	0	0	3.29100414	2.883955418	2.737314554	1.942736752	2.41569005	3.098701467	4.184917627	3.761161447	0	0	2.811407203	3.431300858	0.672423297	2.265433319	0	0	0	0	3.155926763	3.468449399	2.7445678	0.880783794	3.528294719	1.879414206	2.990881191	3.114440933	0	0	0	0	2.076425874	1.574018614	3.711033888	0	3.815708299	3.720159271	0	3.408855869	4.243747315	0	2.807132753	3.000845829	0	0	0	0	0	2.079959816	0	3.319705976	0	3.481275918	2.998374237	2.3232728	3.214784676	0	0	1.365018323	0	0	0	0	0	0	0	3.119379708	0	0	0	0	0	3.702052207	0	0.194179459	0	0	0	0	1.25562351	0	0	0	0	0
ABprapppap	0	2.463050402	0	0	0	0	2.954334526	3.452307193	3.789814916	3.452260571	2.149644428	4.160192893	2.417749183	2.4001367	1.990572106	2.411216672	0	0	0	1.270614407	3.08698388	2.524897311	0	1.820693916	0	0	2.450496036	0	0	3.446945108	3.071950709	2.598012685	1.993375582	2.514615663	3.414277942	4.056364863	4.024335042	2.412624983	0	2.516657776	3.438237173	0	2.534326921	0	0	0	0	3.077059693	3.630364438	3.508389603	1.430981187	3.870340073	1.421661015	3.140642376	3.457273582	0	0	0	0	2.282306087	0.546301086	3.709386826	0	3.873356398	3.786103468	0	3.450859713	4.468620868	0	3.096165571	2.996768669	0	0	0	0	0	0	0	3.221558079	1.148449033	3.617779735	2.863255706	2.174432721	3.477694705	1.921851451	0	1.224385402	0	0	0	0	0	0	0	3.302627388	0	0	0	0	0	3.765674228	0	0	0	0	0	0	1.4453706	0	0	0	0	0
ABprappppa	0	3.019894133	1.450960315	0	0	2.921253404	3.838582321	4.017897523	4.128383692	4.002633233	3.150045233	4.81487751	3.330843492	3.156062969	2.843857693	3.191507418	0	0	0	1.90592444	3.001754129	3.132136222	0	1.368445122	4.195894686	0	2.157280751	0	0	4.088008832	3.068322964	3.133083192	2.5091415	2.738867353	4.037490506	4.500913578	4.436016669	2.716079219	2.860089677	3.52618566	3.959810301	0	3.40079504	0	1.239768771	0	0	4.115706014	4.256816788	3.899493701	2.183588461	3.965043867	2.058159571	3.760650984	4.662778868	0	0	1.203177462	0	3.320077408	0	4.303017124	2.203213963	3.907213451	3.951904678	2.367752557	3.786339211	4.821465407	0	2.823511394	3.86516174	0	0	0	0	0	1.777081898	0	3.58996588	1.20010134	3.879646947	3.365541872	3.099690415	4.147005485	0	2.726219953	2.584958144	0	2.982338171	0	0	0	0	0	3.689116009	0	0	0	0	0	4.553650573	2.103505657	1.636943899	0	1.114592061	0	1.398202257	2.155845052	0	2.459005669	0	0	0
ABprappppp	0	3.522005786	0	1.871095294	0	2.831699063	4.165508501	4.251842612	4.259302662	3.889147022	3.279576458	4.714499332	3.462269436	3.237676894	2.989482992	3.529505624	0	0	0	2.209131448	3.471100642	2.97274603	0	1.194282619	4.154872993	2.275822593	2.489356494	0	0	4.167263417	3.627014165	3.307242085	2.728441606	2.661378319	4.113490896	4.535930222	4.543483643	2.462999103	3.301434925	3.53569361	4.060188977	3.099131824	3.625955947	0	1.913514231	0	0	4.083800479	4.131459003	3.703951886	2.479352594	4.204201032	2.63381366	3.893926122	4.283544299	0	0	1.285607617	0	2.976233618	2.608744904	4.419944403	2.608657149	4.259873307	4.073857603	2.368482534	3.887924202	4.968414053	0	2.794329292	4.09729434	0	0	0	0	0	2.10518696	0	3.691652029	1.297560615	3.890755991	3.28686593	3.276795923	4.308341508	0	2.974921038	2.920974308	0	3.234181341	0	0	0	0	0	4.013793837	0	0	0	0	0	4.590168933	2.410706545	1.975433075	0	1.711764841	0	1.686208199	2.291178743	0	2.401583568	0	0	0
ABprpaaaaa	0	2.243761054	0	0	0	0	3.62804993	2.99873351	3.122714013	3.380032971	2.440021679	3.783492954	2.726441057	2.368743553	1.996008077	3.161341423	0	0	0	0	0	2.457075279	0	0	2.542448308	0	0	0	2.563899072	3.17962142	1.959874474	2.546094611	1.828320733	1.129667241	3.192889722	3.290274148	3.535752565	2.769613354	3.190006421	1.81492477	3.567702216	0	2.287999555	0	0	0	0	3.552899784	3.002597842	4.288072283	0	3.464129107	0	2.754902445	3.310521772	0	0	0	0	2.222116023	0	3.609251697	0	3.143359768	3.238235459	0	2.952763062	3.729190349	0.327164458	0	2.994214051	0	0	0	0	0	1.328204169	0	4.063843591	2.424697998	2.849619062	3.191392273	2.731553591	3.090514995	0	2.187090119	2.180052729	0	0	0	0	0	0	0	2.743361531	0	0	0	0	0	2.180111777	0	0.191904653	0	1.902115356	0	0	0	0	0	0	0	0
ABprpaaaap	0	2.227734047	1.189795848	0	0	0	3.360765865	2.666166239	3.070855129	3.388596463	2.330691208	3.7012674	2.627584748	2.53762198	2.179723949	2.924795603	0	0	0	0	0	3.037744013	0	0	2.722582227	1.69880281	0	0	2.535811353	3.42016886	1.948693376	2.327872216	0	0.851877104	3.191602646	3.385717022	3.699041382	2.703920097	3.409075356	1.902898291	3.553072952	1.211675587	2.157643634	0	0	0	0	3.611541276	2.929333119	3.903172083	0	3.637100835	0	2.394904627	3.068940798	0	0	0	0	2.27853478	0	3.294354106	0	2.980995899	3.273262878	0	2.844220247	3.462764606	0	1.310960079	2.875882563	0	0	0	0	0	1.384883993	0	3.979678397	2.398559225	3.016388126	3.269458445	2.637848802	3.182877736	0	2.642629127	2.03034147	0	0	0	0	0	0	0	2.729505005	0	0	0	0	0	2.39725694	0	0	0	1.879748611	0	0	0	0	0	0	0	0
